sample  ,gene,logFC,cell_line,E2_status
Adrenal.1,9201,-3.368539974,MCF7,E2
Adrenal.1,401546,3.508855923,MCF7,E2
Adrenal.1,56937,-3.173259461,MCF7,E2
Adrenal.1,101928961,-3.604288064,MCF7,E2
Adrenal.1,4582,3.128007466,MCF7,E2
Adrenal.1,94121,3.06743385,MCF7,E2
Adrenal.1,7042,-3.223238657,MCF7,E2
Adrenal.1,4774,-3.105322625,MCF7,E2
Adrenal.1,7366,3.066842664,MCF7,E2
Adrenal.1,7052,-3.100075831,MCF7,E2
Adrenal.1,301,-3.385217537,MCF7,E2
Adrenal.1,23213,-2.976469636,MCF7,E2
Adrenal.1,10002,3.646861382,MCF7,E2
Adrenal.1,90993,3.061303069,MCF7,E2
Adrenal.1,12,2.934826501,MCF7,E2
Adrenal.1,117154,-3.330524852,MCF7,E2
Adrenal.1,57731,3.283857912,MCF7,E2
Adrenal.1,100874375,3.161031696,MCF7,E2
Adrenal.1,5327,3.071963548,MCF7,E2
Adrenal.1,100533105,2.858519581,MCF7,E2
Adrenal.1,56241,3.541569495,MCF7,E2
Adrenal.1,10538,3.075344889,MCF7,E2
Adrenal.1,347731,-3.137258808,MCF7,E2
Adrenal.1,23678,2.811204525,MCF7,E2
Adrenal.1,1124,3.120131135,MCF7,E2
Adrenal.1,253982,3.044059098,MCF7,E2
Adrenal.1,54848,2.939228514,MCF7,E2
Adrenal.1,374,-2.771229779,MCF7,E2
Adrenal.1,25849,3.057974927,MCF7,E2
Adrenal.1,130271,-2.781344042,MCF7,E2
Adrenal.1,57562,2.794029174,MCF7,E2
Adrenal.1,6402,-3.108498576,MCF7,E2
Adrenal.1,55638,2.707616554,MCF7,E2
Adrenal.1,157506,2.729799626,MCF7,E2
Adrenal.1,148741,3.074550516,MCF7,E2
Adrenal.1,10561,-2.785693835,MCF7,E2
Adrenal.1,286467,-2.763812961,MCF7,E2
Adrenal.1,144501,-2.651960094,MCF7,E2
Adrenal.1,9846,2.789351827,MCF7,E2
Adrenal.1,6695,-2.915252038,MCF7,E2
Adrenal.1,23092,-2.661092801,MCF7,E2
Adrenal.1,60437,-3.021373504,MCF7,E2
Adrenal.1,9315,-2.837445786,MCF7,E2
Adrenal.1,378832,-2.971460569,MCF7,E2
Adrenal.1,169611,-2.891781372,MCF7,E2
Adrenal.1,51806,2.60559938,MCF7,E2
Adrenal.1,339862,2.760468317,MCF7,E2
Adrenal.1,79574,2.929879097,MCF7,E2
Adrenal.1,25803,2.569562621,MCF7,E2
Adrenal.1,154761,3.042952442,MCF7,E2
Adrenal.1,8587,2.65108458,MCF7,E2
Adrenal.1,100130449,2.987558506,MCF7,E2
Adrenal.1,55765,-2.852172495,MCF7,E2
Adrenal.1,79674,2.706219616,MCF7,E2
Adrenal.1,441376,-2.872290552,MCF7,E2
Adrenal.1,7057,-2.438315514,MCF7,E2
Adrenal.1,3248,-2.792489769,MCF7,E2
Adrenal.1,1326,2.458578997,MCF7,E2
Adrenal.1,7367,2.71372792,MCF7,E2
Adrenal.1,2938,2.856069373,MCF7,E2
Adrenal.1,5570,2.414051751,MCF7,E2
Adrenal.1,10164,2.902455539,MCF7,E2
Adrenal.1,254778,2.902455539,MCF7,E2
Adrenal.1,57685,-2.762275036,MCF7,E2
Adrenal.2,7503,-7.104128795,MCF7,E2
Adrenal.2,26085,4.835348661,MCF7,E2
Adrenal.2,10562,4.690665395,MCF7,E2
Adrenal.2,273,4.63614902,MCF7,E2
Adrenal.2,105373990,4.582675194,MCF7,E2
Adrenal.2,10071,4.360540105,MCF7,E2
Adrenal.2,56999,4.283324436,MCF7,E2
Adrenal.2,63928,4.709838518,MCF7,E2
Adrenal.2,10202,4.705338139,MCF7,E2
Adrenal.2,146177,4.17659705,MCF7,E2
Adrenal.2,563,4.184529356,MCF7,E2
Adrenal.2,654463,4.555434724,MCF7,E2
Adrenal.2,57575,-3.916383531,MCF7,E2
Adrenal.2,9496,3.826532441,MCF7,E2
Adrenal.2,54848,3.814295381,MCF7,E2
Adrenal.2,201625,3.761635868,MCF7,E2
Adrenal.2,51715,-4.095947483,MCF7,E2
Adrenal.2,6286,3.757498375,MCF7,E2
Adrenal.2,100169751,-3.840496224,MCF7,E2
Adrenal.2,5175,4.154132083,MCF7,E2
Adrenal.2,5655,3.588168169,MCF7,E2
Adrenal.2,1281,-3.624301761,MCF7,E2
Adrenal.2,5327,3.650452652,MCF7,E2
Adrenal.2,100169756,-3.77826984,MCF7,E2
Adrenal.2,100169757,-3.77826984,MCF7,E2
Adrenal.2,100169755,-3.776507302,MCF7,E2
Adrenal.2,100169753,-3.775120939,MCF7,E2
Adrenal.2,100169754,-3.775120939,MCF7,E2
Adrenal.2,100169759,-3.760914641,MCF7,E2
Adrenal.2,100169758,-3.758274865,MCF7,E2
Adrenal.2,2568,-3.635599496,MCF7,E2
Adrenal.2,5104,3.552313333,MCF7,E2
Adrenal.2,347731,-3.89710159,MCF7,E2
Adrenal.2,1836,3.421038413,MCF7,E2
Adrenal.2,79740,3.501409332,MCF7,E2
Adrenal.2,79935,3.383546848,MCF7,E2
Adrenal.2,222256,3.818586664,MCF7,E2
Adrenal.2,25790,3.877849786,MCF7,E2
Adrenal.2,23026,3.309227696,MCF7,E2
Adrenal.2,2947,3.262436419,MCF7,E2
Adrenal.2,92749,3.935285702,MCF7,E2
Adrenal.2,287,3.935285702,MCF7,E2
Adrenal.2,8618,3.672032429,MCF7,E2
Adrenal.2,3745,3.863343562,MCF7,E2
Adrenal.2,118430,3.701388661,MCF7,E2
Adrenal.2,54768,3.293377607,MCF7,E2
Adrenal.2,374407,3.787624767,MCF7,E2
Adrenal.2,12,3.036997425,MCF7,E2
Adrenal.2,100873980,3.707710726,MCF7,E2
Adrenal.2,342538,3.707710726,MCF7,E2
Adrenal.2,100505967,-3.377668956,MCF7,E2
Adrenal.2,100874243,3.687020878,MCF7,E2
Adrenal.2,270,3.666029993,MCF7,E2
Adrenal.2,10720,3.163116849,MCF7,E2
Adrenal.2,5799,3.500296247,MCF7,E2
Adrenal.2,84125,3.072845155,MCF7,E2
Adrenal.2,93035,3.031395492,MCF7,E2
Adrenal.2,200162,3.209363001,MCF7,E2
Adrenal.2,55130,3.239095277,MCF7,E2
Adrenal.2,27286,2.92480801,MCF7,E2
Adrenal.2,3908,3.578872135,MCF7,E2
Adrenal.2,5923,3.556234345,MCF7,E2
Adrenal.2,10125,-2.833269871,MCF7,E2
Adrenal.2,80122,3.388157991,MCF7,E2
Adrenal.2,2688,3.073790179,MCF7,E2
Adrenal.2,79838,3.348754227,MCF7,E2
Adrenal.2,128102,3.486108301,MCF7,E2
Adrenal.2,3778,3.486108301,MCF7,E2
Adrenal.2,2043,-2.73298153,MCF7,E2
Adrenal.2,5778,2.789962793,MCF7,E2
Adrenal.2,79747,3.437389324,MCF7,E2
Adrenal.2,7367,3.356556034,MCF7,E2
Adrenal.2,129881,2.914303392,MCF7,E2
Adrenal.2,132203,2.883340779,MCF7,E2
Adrenal.2,339479,-3.07571723,MCF7,E2
Adrenal.2,3747,-2.949860883,MCF7,E2
Adrenal.2,4135,2.873573839,MCF7,E2
Adrenal.2,101929567,3.386967463,MCF7,E2
Adrenal.2,23046,3.223642374,MCF7,E2
Adrenal.2,90288,3.223642374,MCF7,E2
Adrenal.2,55711,2.753495787,MCF7,E2
Adrenal.2,154664,3.352171261,MCF7,E2
Adrenal.2,8110,3.33471935,MCF7,E2
Adrenal.2,126231,-3.099069286,MCF7,E2
Adrenal.2,6097,2.788584821,MCF7,E2
Adrenal.2,219681,3.075653639,MCF7,E2
Adrenal.2,401546,2.761675821,MCF7,E2
Adrenal.2,8001,-2.950479875,MCF7,E2
Adrenal.2,146754,2.756014529,MCF7,E2
Adrenal.2,753,-2.575542385,MCF7,E2
Adrenal.2,55036,2.710813381,MCF7,E2
Adrenal.2,202052,2.688334798,MCF7,E2
Adrenal.2,79895,2.725064451,MCF7,E2
Adrenal.2,23024,2.716549658,MCF7,E2
Adrenal.2,9383,-2.618096166,MCF7,E2
Adrenal.2,2938,3.238468821,MCF7,E2
Adrenal.2,2813,3.224179163,MCF7,E2
Adrenal.2,83659,3.224179163,MCF7,E2
Adrenal.2,257106,2.654643856,MCF7,E2
Adrenal.2,10317,3.086641525,MCF7,E2
Adrenal.2,374872,3.054182379,MCF7,E2
Adrenal.2,3756,3.165561659,MCF7,E2
Adrenal.2,5787,3.165561659,MCF7,E2
Adrenal.2,114780,3.165561659,MCF7,E2
Adrenal.2,3568,3.165561659,MCF7,E2
Adrenal.2,9283,2.458409617,MCF7,E2
Adrenal.2,283726,2.600824439,MCF7,E2
Adrenal.2,3694,-2.536702724,MCF7,E2
Adrenal.2,148713,2.619044344,MCF7,E2
Adrenal.2,152110,2.619044344,MCF7,E2
Adrenal.2,3776,-2.520226768,MCF7,E2
Adrenal.2,65217,2.911138022,MCF7,E2
Kidney.1,201625,5.254480196,MCF7,E2
Kidney.1,1048,-5.443710527,MCF7,E2
Kidney.1,128344,5.594911299,MCF7,E2
Kidney.1,57211,-5.250978609,MCF7,E2
Kidney.1,132228,4.952839265,MCF7,E2
Kidney.1,200162,4.784779227,MCF7,E2
Kidney.1,100506380,4.10177805,MCF7,E2
Kidney.1,132203,4.179934934,MCF7,E2
Kidney.1,55167,-4.7788529,MCF7,E2
Kidney.1,92340,4.364542094,MCF7,E2
Kidney.1,728763,4.319766364,MCF7,E2
Kidney.1,100127888,4.61867245,MCF7,E2
Kidney.1,219670,4.314021545,MCF7,E2
Kidney.1,101928794,4.423057408,MCF7,E2
Kidney.1,4610,4.207980914,MCF7,E2
Kidney.1,785,4.904289355,MCF7,E2
Kidney.1,149465,3.866733204,MCF7,E2
Kidney.1,153527,-4.0978325,MCF7,E2
Kidney.1,7145,3.749793471,MCF7,E2
Kidney.1,284757,3.851219847,MCF7,E2
Kidney.1,402160,4.78908669,MCF7,E2
Kidney.1,102723743,4.78908669,MCF7,E2
Kidney.1,25790,4.398930032,MCF7,E2
Kidney.1,164656,4.398930032,MCF7,E2
Kidney.1,414918,4.092139048,MCF7,E2
Kidney.1,414318,4.092139048,MCF7,E2
Kidney.1,374618,3.570086484,MCF7,E2
Kidney.1,137872,3.570086484,MCF7,E2
Kidney.1,10206,-4.35510126,MCF7,E2
Kidney.1,84216,3.560445464,MCF7,E2
Kidney.1,1368,4.160499161,MCF7,E2
Kidney.1,11228,-4.329437365,MCF7,E2
Kidney.1,79740,3.571996193,MCF7,E2
Kidney.1,10529,-3.773856954,MCF7,E2
Kidney.1,400499,4.663880211,MCF7,E2
Kidney.1,92749,4.663880211,MCF7,E2
Kidney.1,9247,4.273723553,MCF7,E2
Kidney.1,23105,3.966932569,MCF7,E2
Kidney.1,148713,3.855223473,MCF7,E2
Kidney.1,117154,3.706670632,MCF7,E2
Kidney.1,5664,3.489674095,MCF7,E2
Kidney.1,5376,-4.20152509,MCF7,E2
Kidney.1,100189359,4.526765875,MCF7,E2
Kidney.1,399694,4.526765875,MCF7,E2
Kidney.1,102467224,3.829818233,MCF7,E2
Kidney.1,102724077,3.954487676,MCF7,E2
Kidney.1,51279,3.842945193,MCF7,E2
Kidney.1,130367,3.739411181,MCF7,E2
Kidney.1,153643,3.552277498,MCF7,E2
Kidney.1,100129434,3.944664982,MCF7,E2
Kidney.1,84125,3.537043249,MCF7,E2
Kidney.1,342132,3.402368809,MCF7,E2
Kidney.1,64063,3.345822147,MCF7,E2
Kidney.1,55036,3.526704307,MCF7,E2
Kidney.1,146754,3.495825761,MCF7,E2
Kidney.1,720,3.290195251,MCF7,E2
Kidney.1,5433,-4.049773754,MCF7,E2
Kidney.1,10371,-4.015069734,MCF7,E2
Kidney.1,10309,3.122452916,MCF7,E2
Kidney.1,54970,3.592665226,MCF7,E2
Kidney.1,112611,3.309437946,MCF7,E2
Kidney.1,55001,4.375238313,MCF7,E2
Kidney.1,30008,4.375238313,MCF7,E2
Kidney.1,79747,4.375238313,MCF7,E2
Kidney.1,8412,3.678290671,MCF7,E2
Kidney.1,956,3.839285011,MCF7,E2
Kidney.1,389799,3.839285011,MCF7,E2
Kidney.1,166979,2.973451145,MCF7,E2
Kidney.1,7594,-3.993482914,MCF7,E2
Kidney.1,3992,-3.81385628,MCF7,E2
Kidney.1,27249,-3.955307538,MCF7,E2
Kidney.1,79948,3.426775527,MCF7,E2
Kidney.1,57575,-3.568489524,MCF7,E2
Kidney.1,56731,-3.564923315,MCF7,E2
Kidney.1,6097,3.493333573,MCF7,E2
Kidney.1,132430,-3.918224652,MCF7,E2
Kidney.1,57139,3.082786081,MCF7,E2
Kidney.1,642987,3.714078532,MCF7,E2
Kidney.1,100130987,3.311868354,MCF7,E2
Kidney.1,653162,3.289231211,MCF7,E2
Kidney.1,22905,-4.581777063,MCF7,E2
Kidney.1,1838,-3.880163388,MCF7,E2
Kidney.1,144535,3.13674178,MCF7,E2
Kidney.1,30014,3.76523796,MCF7,E2
Kidney.1,728712,3.76523796,MCF7,E2
Kidney.1,79031,-3.854219659,MCF7,E2
Kidney.1,1627,-3.841070718,MCF7,E2
Kidney.1,1606,3.221346478,MCF7,E2
Kidney.1,57106,3.386653741,MCF7,E2
Kidney.1,79854,3.310466123,MCF7,E2
Kidney.1,148696,3.2381009,MCF7,E2
Kidney.1,197358,3.10342646,MCF7,E2
Kidney.1,441389,3.10342646,MCF7,E2
Kidney.1,10233,3.075418912,MCF7,E2
Kidney.1,9770,4.205907505,MCF7,E2
Kidney.1,100188987,4.205907505,MCF7,E2
Kidney.1,27019,4.205907505,MCF7,E2
Kidney.1,101929570,3.815750847,MCF7,E2
Kidney.1,54863,3.815750847,MCF7,E2
Kidney.1,149473,3.654215737,MCF7,E2
Kidney.1,197135,3.654215737,MCF7,E2
Kidney.1,6517,3.508959863,MCF7,E2
Kidney.1,222256,3.508959863,MCF7,E2
Kidney.1,157378,-3.405852079,MCF7,E2
Kidney.1,114884,-3.794082091,MCF7,E2
Kidney.1,23429,-3.787242732,MCF7,E2
Kidney.1,400946,3.186268879,MCF7,E2
Kidney.1,57085,3.072793145,MCF7,E2
Kidney.1,2583,3.254014386,MCF7,E2
Kidney.1,89876,2.875299041,MCF7,E2
Kidney.1,10611,-2.997179591,MCF7,E2
Kidney.1,79029,3.576964196,MCF7,E2
Kidney.1,22801,3.576964196,MCF7,E2
Kidney.1,8395,3.361887701,MCF7,E2
Kidney.1,55200,3.174754018,MCF7,E2
Kidney.1,55789,-3.759556377,MCF7,E2
Kidney.1,159,-3.745511371,MCF7,E2
Kidney.1,58493,-3.745511371,MCF7,E2
Kidney.1,124454,-3.731328287,MCF7,E2
Kidney.1,23515,-3.731328287,MCF7,E2
Kidney.1,1767,2.771784652,MCF7,E2
Kidney.1,25806,3.049786578,MCF7,E2
Kidney.1,51751,3.774474162,MCF7,E2
Kidney.1,51127,2.988223795,MCF7,E2
Kidney.1,57452,2.988223795,MCF7,E2
Kidney.1,5778,2.876328759,MCF7,E2
Kidney.1,2912,2.873350645,MCF7,E2
Kidney.1,150082,2.857871417,MCF7,E2
Kidney.1,345643,2.877200814,MCF7,E2
Kidney.1,4221,-3.70253684,MCF7,E2
Kidney.1,51109,-3.70253684,MCF7,E2
Kidney.1,199692,-3.70253684,MCF7,E2
Kidney.1,10690,-3.687922741,MCF7,E2
Kidney.1,8405,-3.292804366,MCF7,E2
Kidney.1,7127,3.271451076,MCF7,E2
Kidney.1,474343,3.158627166,MCF7,E2
Kidney.1,6018,-3.136741205,MCF7,E2
Kidney.1,84154,-3.673159089,MCF7,E2
Kidney.1,401321,-3.665720218,MCF7,E2
Kidney.1,57610,-3.658242791,MCF7,E2
Kidney.1,51537,2.973461492,MCF7,E2
Kidney.1,4880,4.014026031,MCF7,E2
Kidney.1,644990,4.014026031,MCF7,E2
Kidney.1,50853,4.014026031,MCF7,E2
Kidney.1,2719,4.014026031,MCF7,E2
Kidney.1,102465486,3.805798648,MCF7,E2
Kidney.1,1580,3.623869373,MCF7,E2
Kidney.1,57710,3.623869373,MCF7,E2
Kidney.1,100509620,3.623869373,MCF7,E2
Kidney.1,100874244,3.623869373,MCF7,E2
Kidney.1,440993,3.585743285,MCF7,E2
Kidney.1,643376,3.566894631,MCF7,E2
Kidney.1,105369190,3.317078389,MCF7,E2
Kidney.1,55259,3.317078389,MCF7,E2
Kidney.1,4861,3.317078389,MCF7,E2
Kidney.1,130540,3.317078389,MCF7,E2
Kidney.1,200942,3.317078389,MCF7,E2
Kidney.1,105375110,3.317078389,MCF7,E2
Kidney.1,728927,-3.110908282,MCF7,E2
Kidney.1,4256,-2.929534341,MCF7,E2
Kidney.1,84883,2.775300382,MCF7,E2
Kidney.1,57335,-4.299780911,MCF7,E2
Kidney.1,55004,-3.627939401,MCF7,E2
Kidney.1,7138,-3.627939401,MCF7,E2
Kidney.1,1939,-3.612545621,MCF7,E2
Kidney.1,9318,-3.232775212,MCF7,E2
Kidney.1,79983,-3.232775212,MCF7,E2
Kidney.1,90632,3.623419162,MCF7,E2
Kidney.1,63901,-3.053943473,MCF7,E2
Kidney.1,81577,-3.599174317,MCF7,E2
Kidney.1,7675,-3.565353519,MCF7,E2
Kidney.1,171392,-3.565353519,MCF7,E2
Kidney.1,728621,3.146244597,MCF7,E2
Kidney.1,79414,3.146244597,MCF7,E2
Kidney.1,2891,3.146244597,MCF7,E2
Kidney.1,3934,3.146244597,MCF7,E2
Kidney.1,644096,2.863017316,MCF7,E2
Kidney.1,51533,2.863017316,MCF7,E2
Kidney.1,123872,2.742050175,MCF7,E2
Kidney.1,286410,-2.821917657,MCF7,E2
Kidney.1,440836,3.425436634,MCF7,E2
Kidney.1,100874366,3.313894151,MCF7,E2
Kidney.1,730183,3.210360139,MCF7,E2
Kidney.1,23604,3.023226456,MCF7,E2
Kidney.1,259173,3.023226456,MCF7,E2
Kidney.1,55330,3.023226456,MCF7,E2
Kidney.1,8404,3.023226456,MCF7,E2
Kidney.1,23176,-3.038365165,MCF7,E2
Kidney.1,4751,2.632795891,MCF7,E2
Kidney.1,286207,2.7315254,MCF7,E2
Kidney.1,80063,-2.844537786,MCF7,E2
Kidney.1,27075,-2.759139035,MCF7,E2
Kidney.1,84812,2.967595711,MCF7,E2
Kidney.1,122622,2.869550428,MCF7,E2
Kidney.1,115811,2.77774638,MCF7,E2
Kidney.1,84100,2.77774638,MCF7,E2
Kidney.1,92335,-3.164794953,MCF7,E2
Kidney.1,79703,-3.148641625,MCF7,E2
Kidney.1,55973,-3.148641625,MCF7,E2
Kidney.1,2009,-3.549273424,MCF7,E2
Kidney.1,202915,-3.533012081,MCF7,E2
Kidney.1,80067,-3.516565356,MCF7,E2
Kidney.1,4052,-2.658517397,MCF7,E2
Kidney.1,51192,2.790235749,MCF7,E2
Kidney.1,79925,2.615849043,MCF7,E2
Kidney.1,1196,-3.176910748,MCF7,E2
Kidney.1,399512,2.810329923,MCF7,E2
Kidney.1,25814,-3.104660399,MCF7,E2
Kidney.1,196475,2.542809645,MCF7,E2
Kidney.1,9831,-4.14199582,MCF7,E2
Kidney.1,339231,2.625846081,MCF7,E2
Kidney.1,100507057,3.454678402,MCF7,E2
Kidney.1,3161,-3.070771612,MCF7,E2
Kidney.1,116984,-3.466069384,MCF7,E2
Kidney.1,1326,-3.431395981,MCF7,E2
Kidney.1,84869,-3.431395981,MCF7,E2
Kidney.1,100129250,2.865054728,MCF7,E2
Kidney.1,375616,2.751578994,MCF7,E2
Kidney.1,3104,2.674481908,MCF7,E2
Kidney.1,100506599,2.770218775,MCF7,E2
Brain.3,178,-6.777525597,ZR751,ED
Brain.3,158471,-6.352790554,ZR751,ED
Brain.3,85320,5.423836207,ZR751,ED
Brain.3,100033420,5.506120465,ZR751,ED
Brain.3,81575,5.565682114,ZR751,ED
Brain.3,94025,-5.80982423,ZR751,ED
Brain.3,2114,5.656276491,ZR751,ED
Brain.3,692235,5.195552627,ZR751,ED
Brain.3,2567,6.063913797,ZR751,ED
Brain.3,729920,-5.396274899,ZR751,ED
Brain.3,117177,-5.383025023,ZR751,ED
Brain.3,10551,-5.351627042,ZR751,ED
Brain.3,399670,5.414117821,ZR751,ED
Brain.3,57418,5.823309937,ZR751,ED
Brain.3,282973,5.133264664,ZR751,ED
Brain.3,153572,4.673985028,ZR751,ED
Brain.3,122042,5.151565059,ZR751,ED
Brain.3,105370828,5.151565059,ZR751,ED
Brain.3,640,5.151565059,ZR751,ED
Brain.3,685,4.787851514,ZR751,ED
Brain.3,149069,4.573085856,ZR751,ED
Brain.3,252884,4.573085856,ZR751,ED
Brain.3,4779,-4.975589122,ZR751,ED
Brain.3,3158,4.088229892,ZR751,ED
Brain.3,145837,4.198112951,ZR751,ED
Brain.3,1847,4.553791412,ZR751,ED
Brain.3,100505795,4.007844189,ZR751,ED
Brain.3,5304,3.944292562,ZR751,ED
Brain.3,27295,5.140279082,ZR751,ED
Brain.3,104472713,4.366931493,ZR751,ED
Brain.3,9526,4.656957671,ZR751,ED
Brain.3,9885,-4.746465689,ZR751,ED
Brain.3,85379,-4.680605673,ZR751,ED
Brain.3,5570,4.718829446,ZR751,ED
Brain.3,100033427,4.479176355,ZR751,ED
Brain.3,100874188,4.16533222,ZR751,ED
Brain.3,339005,4.161107606,ZR751,ED
Brain.3,53353,-4.341498936,ZR751,ED
Brain.3,51018,-4.658781507,ZR751,ED
Brain.3,8359,4.085970641,ZR751,ED
Brain.3,574444,5.364863179,ZR751,ED
Brain.3,102724552,4.830359129,ZR751,ED
Brain.3,11144,4.830359129,ZR751,ED
Brain.3,136263,4.830359129,ZR751,ED
Brain.3,6990,4.022483653,ZR751,ED
Brain.3,57402,-4.007335434,ZR751,ED
Brain.3,148789,-4.604001002,ZR751,ED
Brain.3,100507034,4.050157936,ZR751,ED
Brain.3,406985,4.126327633,ZR751,ED
Brain.3,10734,3.955349763,ZR751,ED
Brain.3,51249,3.805098842,ZR751,ED
Brain.3,101928012,4.899675223,ZR751,ED
Brain.3,145258,4.593517513,ZR751,ED
Brain.3,7164,4.286789428,ZR751,ED
Brain.3,389333,3.972945293,ZR751,ED
Brain.3,105371937,4.274104194,ZR751,ED
Brain.3,80168,5.172733712,ZR751,ED
Brain.3,102724428,5.172733712,ZR751,ED
Brain.3,406886,5.172733712,ZR751,ED
Brain.3,440925,4.638229662,ZR751,ED
Brain.3,6473,4.638229662,ZR751,ED
Brain.3,55755,-4.115633127,ZR751,ED
Brain.3,9314,3.645613879,ZR751,ED
Brain.3,5165,-4.42595087,ZR751,ED
Brain.3,23262,-4.40279593,ZR751,ED
Brain.3,100861548,3.745369715,ZR751,ED
Brain.3,140545,3.64977842,ZR751,ED
Brain.3,4957,-4.391077591,ZR751,ED
Brain.3,25923,-4.049414137,ZR751,ED
Brain.3,100507240,4.456276685,ZR751,ED
Brain.3,100132781,4.456276685,ZR751,ED
Brain.3,5697,4.203852463,ZR751,ED
Brain.3,57338,4.092476953,ZR751,ED
Brain.3,692053,3.989086805,ZR751,ED
Brain.3,84898,-4.041865287,ZR751,ED
Brain.3,1783,-4.343228561,ZR751,ED
Brain.3,9882,-4.337134286,ZR751,ED
Brain.3,65072,3.605352056,ZR751,ED
Brain.3,100191040,4.094943159,ZR751,ED
Brain.3,28952,3.797344552,ZR751,ED
Brain.3,51004,3.532259602,ZR751,ED
Brain.3,100506606,3.597895384,ZR751,ED
Brain.3,84319,3.72370667,ZR751,ED
Brain.3,389668,3.64666219,ZR751,ED
Brain.3,3064,-4.268341078,ZR751,ED
Brain.3,54768,-4.98645802,ZR751,ED
Brain.3,114609,3.937790657,ZR751,ED
Brain.3,6049,-4.248995656,ZR751,ED
Brain.3,101928710,4.416524436,ZR751,ED
Brain.3,24142,4.208878907,ZR751,ED
Brain.3,83657,4.304594598,ZR751,ED
Brain.3,134728,4.304594598,ZR751,ED
Brain.3,100033431,4.052170376,ZR751,ED
Brain.3,55287,4.052170376,ZR751,ED
Brain.3,29083,3.837404718,ZR751,ED
Brain.3,387103,3.837404718,ZR751,ED
Brain.3,5829,-4.212840924,ZR751,ED
Brain.3,3856,-3.353194963,ZR751,ED
Brain.3,51304,-4.196102577,ZR751,ED
Brain.3,9685,-4.196102577,ZR751,ED
Brain.3,8334,3.503203918,ZR751,ED
Brain.3,202151,3.678575811,ZR751,ED
Brain.3,7474,-4.175756794,ZR751,ED
Brain.3,5074,-4.162031766,ZR751,ED
Brain.3,4649,-4.162031766,ZR751,ED
Brain.3,100033421,3.833172589,ZR751,ED
Brain.3,100033415,3.589103786,ZR751,ED
Brain.3,729085,4.951028485,ZR751,ED
Brain.3,100505989,4.951028485,ZR751,ED
Brain.3,7589,3.657517139,ZR751,ED
Brain.3,9690,-4.151651621,ZR751,ED
Brain.3,29920,3.261533045,ZR751,ED
Brain.3,284800,4.090595406,ZR751,ED
Brain.3,728882,3.858521501,ZR751,ED
Brain.3,26094,3.280040995,ZR751,ED
Brain.3,5594,-3.549767427,ZR751,ED
Brain.3,100169760,-3.109319294,ZR751,ED
Brain.3,10951,-4.105787426,ZR751,ED
Brain.3,149371,-4.098600167,ZR751,ED
Brain.3,9110,-4.098600167,ZR751,ED
Brain.3,5048,-4.091376922,ZR751,ED
Brain.3,203069,3.499471826,ZR751,ED
Brain.3,355,3.374030922,ZR751,ED
Brain.3,79739,3.294268273,ZR751,ED
Brain.3,4680,-4.081713627,ZR751,ED
Brain.3,7086,-4.076821025,ZR751,ED
Brain.3,105376060,4.18387537,ZR751,ED
Brain.3,7053,3.882646533,ZR751,ED
Brain.3,5153,3.667880875,ZR751,ED
Brain.3,100505783,3.667880875,ZR751,ED
Brain.3,7401,3.667880875,ZR751,ED
Brain.3,153396,3.329926545,ZR751,ED
Brain.3,79710,-4.054708056,ZR751,ED
Brain.3,646424,3.501543788,ZR751,ED
Brain.3,5424,3.424499307,ZR751,ED
Brain.3,64743,3.424499307,ZR751,ED
Brain.3,55502,3.351361498,ZR751,ED
Brain.3,80007,3.668790836,ZR751,ED
Brain.3,23413,3.468172269,ZR751,ED
Brain.3,51313,3.161985166,ZR751,ED
Brain.3,27042,-4.032250867,ZR751,ED
Brain.3,26036,-4.032250867,ZR751,ED
Brain.3,285704,-4.02847378,ZR751,ED
Brain.3,55196,-4.024686777,ZR751,ED
Brain.3,55197,-4.024686777,ZR751,ED
Brain.3,9475,-4.024686777,ZR751,ED
Brain.3,4285,-4.022789542,ZR751,ED
Brain.3,26586,-4.01708282,ZR751,ED
Brain.3,84248,-4.01708282,ZR751,ED
Brain.3,196472,3.731636294,ZR751,ED
Brain.3,7569,3.153917495,ZR751,ED
Brain.3,7756,-4.005601205,ZR751,ED
Brain.3,54994,-4.001753604,ZR751,ED
Brain.3,100033426,4.441228464,ZR751,ED
Brain.3,84525,4.135070755,ZR751,ED
Brain.3,23384,-3.982360157,ZR751,ED
Brain.3,7094,-3.978449987,ZR751,ED
Brain.3,23164,-3.962702458,ZR751,ED
Brain.3,64853,-4.732407554,ZR751,ED
Brain.3,25758,3.406482898,ZR751,ED
Brain.3,4353,4.154451553,ZR751,ED
Brain.3,154907,4.154451553,ZR751,ED
Brain.3,283463,-3.045772255,ZR751,ED
Brain.3,56256,-3.938754103,ZR751,ED
Brain.3,10062,3.268993843,ZR751,ED
Brain.3,29766,-3.630896408,ZR751,ED
Brain.3,27075,-3.628378438,ZR751,ED
Brain.3,10309,3.254879535,ZR751,ED
Brain.3,7841,3.173694141,ZR751,ED
Brain.3,286053,3.173694141,ZR751,ED
Brain.3,90557,3.379887915,ZR751,ED
Brain.3,161882,3.274764794,ZR751,ED
Brain.3,1522,3.274764794,ZR751,ED
Brain.3,80209,-3.906191741,ZR751,ED
Brain.3,80856,-3.906191741,ZR751,ED
Brain.3,60559,-3.897935005,ZR751,ED
